material,number_of_elements,mean_Valence,wtd_mean_Valence,std_Valence,wtd_std_Valence,entropy_Valence,wtd_entropy_Valence,mean_fie,wtd_mean_fie,std_fie,wtd_std_fie,entropy_fie,wtd_entropy_fie,mean_ElectronAffinity,wtd_mean_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,mean_atomic_radius,wtd_mean_atomic_radius,mean_atomic_mass,wtd_mean_atomic_mass,gmean_FusionHeat,wtd_gmean_FusionHeat,mean_FusionHeat,wtd_mean_FusionHeat,gmean_Valence,wtd_gmean_Valence,range_Valence,wtd_range_Valence,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,gmean_fie,wtd_gmean_fie,range_fie,wtd_range_fie,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,max,mean,min
Y1Ba1.94La0.06Cu3O6.96,5,2.4,2.081790123,0.489897949,0.274044703,1.589026915,1.232298319,743.42,1002.846605,296.615154,342.2403299,1.538526557,0.904030801,71.69,109.2239969,50.28149162,49.24238801,1.354051962,0.775829541,170.6,114.4753086,88.936744,51.36175789,4.411557372,1.342862884,7.8044,5.25795679,2.352158045,2.067438129,1,1.060185185,70.35897547,35.02142606,1.445824393,1.347449925,122.90607,19.91358424,46.48233522,44.23113671,696.3138494,936.9058678,810.6,702.6782407,148.7373524,89.75013078,1.506997782,1.377601788,205,36.9691358,70.40624972,78.89976065,4617.8858,2973.773599,1043.153792,67.30701037,1.324548305,0.854108543,8958.571,2073.306648,2958.021492,3647.270266,52.69696748,86.87330415,127.05,76.29861111,1.374615052,1.068178003,12.878,3.003240741,4.489231275,5.647713648,89.605316,96.67322506,8.418911599,1.107283968,0.457810242,0.205334706,399.97342,92.57831815,155.3296092,166.6220476,94.0,94.0,94.0
Y1Ba1.95Cs0.05Cu3O7,5,2.0,2.073076923,0.632455532,0.274643394,1.557113098,1.210450153,710.3,1003.134615,325.2229451,343.2001989,1.513462556,0.896847478,71.19,109.2905769,50.51156699,49.25390826,1.349501056,0.772072499,191.2,114.7115385,87.73674038,51.22865943,3.537961307,1.330035576,6.9624,5.227576923,1.888175023,2.057868737,2,1.073076923,69.74036186,34.93086904,1.449477828,1.339006538,121.3276,20.08787519,45.2376195,44.15983519,647.2491886,936.5092199,937.6,705.6096154,161.9035521,89.74167711,1.485433927,1.384457805,250,36.80384615,87.52005484,79.58602905,3764.4858,2946.188692,823.0290906,66.1829156,1.238745605,0.823890606,8958.571,2066.922846,3009.131448,3639.568485,52.15358365,86.91047222,127.05,76.55,1.272400096,1.050363854,12.878,3.015038462,5.051976152,5.64933697,94.205316,96.46815846,10.32114261,1.099221978,0.580521255,0.21127636,399.97342,92.29338,153.3204441,166.4114993,85.5,85.5,85.5
Y1Ba1.95Cu2.95Co0.05O6.9,5,2.6,2.085603113,0.8,0.293355281,1.56495725,1.237118183,786.82,1003.215564,279.2013854,341.8408759,1.551717339,0.907681241,74.83,109.0616732,49.27792203,49.3726578,1.375170975,0.777283683,162.0,114.5447471,72.942289,51.1670599,5.328768146,1.347438956,9.7844,5.290801556,2.491461879,2.069688176,2,1.058365759,59.27173424,34.9512644,1.448003392,1.318010941,121.3276,20.61019379,39.81774444,44.00994933,744.8945997,937.4402105,810.6,702.1389105,141.5082766,89.77606388,1.503679049,1.367423549,205,37.80155642,69.52121978,79.02109592,5168.6858,2973.024132,1123.331226,67.30431265,1.309618693,0.86800876,8958.571,2056.197658,3412.738535,3650.432537,55.68190733,86.57855012,127.05,76.26381323,1.378821289,1.09652913,15.978,2.944357977,5.46601989,5.681336037,107.005316,96.28664607,12.66097872,1.110265831,0.755118631,0.228758578,399.97342,91.81452125,150.5737776,166.0450775,70.0,70.0,70.0
Y1Ba1.95Cu2.95Co0.05O7,5,2.6,2.084942085,0.8,0.292316498,1.56495725,1.232845039,786.82,1005.608494,279.2013854,341.5971801,1.551717339,0.902063124,74.83,109.3198842,49.27792203,49.26868362,1.375170975,0.773005394,162.0,114.030888,72.942289,50.89549496,5.328768146,1.328805942,9.7844,5.251660232,2.491461879,2.069140847,2,1.065637066,59.27173424,34.74100335,1.448003392,1.319128454,121.3276,20.45104172,39.81774444,43.94764643,744.8945997,939.8828532,810.6,706.8567568,141.5082766,89.34305471,1.503679049,1.367808994,205,37.50965251,69.52121978,78.9306365,5168.6858,2950.077452,1123.331226,65.33168991,1.309618693,0.86803639,8958.571,2040.308649,3412.738535,3645.602635,55.68190733,86.91232868,127.05,76.77528958,1.378821289,1.097406988,15.978,2.921621622,5.46601989,5.676724321,107.005316,95.5433251,12.66097872,1.078724613,0.755118631,0.228777012,399.97342,91.10532355,150.5737776,165.6172218,90.0,90.0,90.0
Y1Ba1.95La0.05Cu3O6.89,5,2.4,2.081458495,0.489897949,0.273537947,1.589026915,1.231466921,743.42,1001.131808,296.615154,342.4436541,1.538526557,0.906436311,71.69,109.0168735,50.28149162,49.35564339,1.354051962,0.777210643,170.6,114.8813033,88.936744,51.55257095,4.411557372,1.356304232,7.8044,5.286623739,2.352158045,2.067160152,1,1.057408844,70.35897547,35.17042514,1.445824393,1.339278177,122.90607,20.23602611,46.48233522,44.27163869,696.3138494,935.1362505,810.6,699.7830877,148.7373524,90.07386868,1.506997782,1.372187681,205,37.51745539,70.40624972,79.02324019,4617.8858,2987.870117,1043.153792,68.70004963,1.324548305,0.848691103,8958.571,2084.573638,2958.021492,3649.52878,52.69696748,86.56191479,127.05,75.97750194,1.374615052,1.064140293,12.878,3.024437548,4.489231275,5.65122389,89.605316,97.20195005,8.418911599,1.130224102,0.457810242,0.205052609,399.97342,93.08121519,155.3296092,166.9192654,86.0,86.0,86.0
Y1Ba1.95La0.05Cu3O6.9,5,2.4,2.081395349,0.489897949,0.273441303,1.589026915,1.231045679,743.42,1001.373643,296.615154,342.4209948,1.538526557,0.905875673,71.69,109.0428295,50.28149162,49.34530971,1.354051962,0.776786291,170.6,114.8294574,88.936744,51.52501035,4.411557372,1.354402701,7.8044,5.282697674,2.352158045,2.067107226,1,1.058139535,70.35897547,35.14895717,1.445824393,1.339388073,122.90607,20.22033926,46.48233522,44.26553667,696.3138494,935.3823569,810.6,700.2585271,148.7373524,90.0299297,1.506997782,1.372228616,205,37.48837209,70.40624972,79.01453345,4617.8858,2985.555047,1043.153792,68.49411098,1.324548305,0.848693857,8958.571,2082.956581,2958.021492,3649.060691,52.69696748,86.59537053,127.05,76.02906977,1.374615052,1.064229286,12.878,3.022093023,4.489231275,5.650791381,89.605316,97.12662031,8.418911599,1.126943327,0.457810242,0.205054438,399.97342,93.0090386,155.3296092,166.8764729,99.0,99.0,99.0
Y1Ba1.95La0.05Cu3O6.96,5,2.4,2.081018519,0.489897949,0.272863552,1.589026915,1.228520418,743.42,1002.816821,296.615154,342.2821898,1.538526557,0.902526491,71.69,109.1977238,50.28149162,49.28331322,1.354051962,0.774248942,170.6,114.5200617,88.936744,51.36053993,4.411557372,1.343110437,7.8044,5.259268519,2.352158045,2.066791413,1,1.0625,70.35897547,35.02111723,1.445824393,1.340040258,122.90607,20.12672658,46.48233522,44.22874775,696.3138494,936.852367,810.6,703.0957562,148.7373524,89.76816502,1.506997782,1.372466052,205,37.31481481,70.40624972,78.96184751,4617.8858,2971.739648,1043.153792,67.27792375,1.324548305,0.848710369,8958.571,2073.306648,2958.021492,3646.235518,52.69696748,86.79528973,127.05,76.33680556,1.374615052,1.064762154,12.878,3.008101852,4.489231275,5.648152922,89.605316,96.67708309,8.418911599,1.107562039,0.457810242,0.20506541,399.97342,92.57831815,155.3296092,166.6201681,93.8,93.8,93.8
Y1Ba1.95La0.05Cu3O6.98,5,2.4,2.080893683,0.489897949,0.272671771,1.589026915,1.22767952,743.42,1003.294915,296.615154,342.2348522,1.538526557,0.901415651,71.69,109.249037,50.28149162,49.26265049,1.354051962,0.773406492,170.6,114.4175655,88.936744,51.30605435,4.411557372,1.339390348,7.8044,5.251506934,2.352158045,2.066686802,1,1.06394453,70.35897547,34.97886917,1.445824393,1.34025493,122.90607,20.09571468,46.48233522,44.2164187,696.3138494,937.3398596,810.6,704.0356703,148.7373524,89.68161585,1.506997782,1.372542108,205,37.25731895,70.40624972,78.94411864,4617.8858,2967.162898,1043.153792,66.87980749,1.324548305,0.848715869,8958.571,2070.109829,2958.021492,3645.287569,52.69696748,86.86162047,127.05,76.43875193,1.374615052,1.064939364,12.878,3.003466872,4.489231275,5.64725715,89.605316,96.52816089,8.418911599,1.101215212,0.457810242,0.205069065,399.97342,92.43562955,155.3296092,166.5349051,90.0,89.65,89.3
Y1Ba1.96La0.04Cu3O6.96,5,2.4,2.080246914,0.489897949,0.271675075,1.589026915,1.224511987,743.42,1002.787037,296.615154,342.324042,1.538526557,0.900936274,71.69,109.1714506,50.28149162,49.32419048,1.354051962,0.772596635,170.6,114.5648148,88.936744,51.35932198,4.411557372,1.343358036,7.8044,5.260580247,2.352158045,2.066144901,1,1.064814815,70.35897547,35.0208084,1.445824393,1.332199458,122.90607,20.33986892,46.48233522,44.22635862,696.3138494,936.7988693,810.6,703.5132716,148.7373524,89.78620289,1.506997782,1.367061295,205,37.66049383,70.40624972,79.02386026,4617.8858,2969.705698,1043.153792,67.2488497,1.324548305,0.842979051,8958.571,2073.306648,2958.021492,3645.19934,52.69696748,86.71734537,127.05,76.375,1.374615052,1.061155988,12.878,3.012962963,4.489231275,5.648591856,89.605316,96.68094111,8.418911599,1.10784018,0.457810242,0.20477451,399.97342,92.57831815,155.3296092,166.6182884,93.6,93.6,93.6
Y1Ba1.96Sr0.04Cu3O6.98,5,2.2,2.077041602,0.4,0.266657447,1.594166699,1.217176534,745.0,1003.289522,295.552371,342.2440933,1.53933748,0.899961828,63.096,109.0903852,56.61322694,49.52095936,1.183052128,0.763874675,175.4,114.5362096,78.67965,51.14679368,4.627450897,1.340623464,8.1444,5.25805547,2.168943542,2.063461396,1,1.069337442,64.16471756,34.92892748,1.46270841,1.321092729,121.3276,20.46657319,39.45087525,43.99171906,698.3352994,937.328283,810.6,704.4281972,152.2305959,89.73169943,1.504905418,1.369610065,205,37.52850539,72.68727537,79.09265304,3914.6858,2954.296951,880.2802937,66.67631175,1.273573595,0.826210247,8958.571,2070.109829,2928.943887,3640.001095,35.14367874,86.24370997,135.97,76.60930663,1.389069213,1.065732727,12.878,3.003081664,4.426353515,5.64945441,94.005316,96.59980958,10.263155,1.104858304,0.576258025,0.20969599,399.97342,92.43562955,153.3968732,166.5034862,91.8,91.8,91.8
Y1Ba1.96Sr0.04Cu3O7,5,2.2,2.076923077,0.4,0.266469355,1.594166699,1.216347337,745.0,1003.766154,295.552371,342.1962245,1.53933748,0.898856661,63.096,109.1417846,56.61322694,49.50017374,1.183052128,0.763048898,175.4,114.4338462,78.67965,51.09272077,4.627450897,1.33691978,8.1444,5.250307692,2.168943542,2.063362233,1,1.070769231,64.16471756,34.8869969,1.46270841,1.321314447,121.3276,20.43508615,39.45087525,43.97944524,698.3352994,937.8145399,810.6,705.3646154,152.2305959,89.64537449,1.504905418,1.369687072,205,37.47076923,72.68727537,79.07480057,3914.6858,2949.754077,880.2802937,66.2832767,1.273573595,0.826215782,8958.571,2066.922846,2928.943887,3639.040785,35.14367874,86.31036427,135.97,76.71067692,1.389069213,1.065909541,12.878,2.998461538,4.426353515,5.648556567,94.005316,96.45123538,10.263155,1.098540815,0.576258025,0.209699639,399.97342,92.29338,153.3968732,166.4184056,90.0,90.0,90.0
Y1Ba1.975La0.025Cu3O6.95,5,2.4,2.079150579,0.489897949,0.269973638,1.589026915,1.218345657,743.42,1002.502703,296.615154,342.4102972,1.538526557,0.898891827,71.69,109.1062741,50.28149162,49.39577181,1.354051962,0.770359623,170.6,114.6833977,88.936744,51.38479859,4.411557372,1.345599097,7.8044,5.266440154,2.352158045,2.065226651,1,1.067567568,70.35897547,35.04153625,1.445824393,1.319264554,122.90607,20.67553577,46.48233522,44.22892499,696.3138494,936.4743446,810.6,703.669305,148.7373524,89.8567294,1.506997782,1.358248209,205,38.20849421,70.40624972,79.12560365,4617.8858,2968.944521,1043.153792,67.40539933,1.324548305,0.833559758,8958.571,2074.908761,2958.021492,3644.116745,52.69696748,86.56726129,127.05,76.38127413,1.374615052,1.055189523,12.878,3.022586873,4.489231275,5.649692982,89.605316,96.76136919,8.418911599,1.111454579,0.457810242,0.20428328,399.97342,92.64982772,155.3296092,166.6581257,99.0,99.0,99.0
Y1Ba1.97La0.03Cu3O6.96,5,2.4,2.079475309,0.489897949,0.270479175,1.589026915,1.220215666,743.42,1002.757253,296.615154,342.3658865,1.538526557,0.899238786,71.69,109.1451775,50.28149162,49.36501991,1.354051962,0.770854613,170.6,114.6095679,88.936744,51.35810402,4.411557372,1.34360568,7.8044,5.261891975,2.352158045,2.06549859,1,1.06712963,70.35897547,35.02049957,1.445824393,1.323820455,122.90607,20.55301126,46.48233522,44.22396933,696.3138494,936.7453747,810.6,703.930787,148.7373524,89.80424438,1.506997782,1.361320506,205,38.00617284,70.40624972,79.08579905,4617.8858,2967.671747,1043.153792,67.21978822,1.324548305,0.836831926,8958.571,2073.306648,2958.021492,3644.161733,52.69696748,86.639471,127.05,76.41319444,1.374615052,1.05731227,12.878,3.017824074,4.489231275,5.649030452,89.605316,96.68479914,8.418911599,1.108118391,0.457810242,0.204456687,399.97342,92.57831815,155.3296092,166.6164086,93.2,93.2,93.2
Y1Ba1.98La0.02Cu3O6.96,5,2.4,2.078703704,0.489897949,0.269275752,1.589026915,1.21553413,743.42,1002.727469,296.615154,342.4077232,1.538526557,0.897397751,71.69,109.1189043,50.28149162,49.40580163,1.354051962,0.768992317,170.6,114.654321,88.936744,51.35688606,4.411557372,1.34385337,7.8044,5.263203704,2.352158045,2.064852481,1,1.069444444,70.35897547,35.02019075,1.445824393,1.314721435,122.90607,20.7661536,46.48233522,44.22157988,696.3138494,936.6918831,810.6,704.3483025,148.7373524,89.8222895,1.506997782,1.355129784,205,38.35185185,70.40624972,79.14766407,4617.8858,2965.637796,1043.153792,67.19073929,1.324548305,0.830128839,8958.571,2073.306648,2958.021492,3643.122694,52.69696748,86.56166656,127.05,76.45138889,1.374615052,1.053150739,12.878,3.022685185,4.489231275,5.649468709,89.605316,96.68865716,8.418911599,1.108396672,0.457810242,0.204102909,399.97342,92.57831815,155.3296092,166.6145287,92.6,92.6,92.6
Y1Ba1.99Cu2.847Ag0.153O6.7,5,2.0,2.066745469,0.632455532,0.29394555,1.557113098,1.238851046,781.3,996.526911,279.986364,343.04435,1.550941465,0.941421565,87.21,108.5419307,52.94272755,49.73443079,1.386515139,0.830375497,164.6,116.2434988,82.72929,52.54545757,4.958376612,1.390442307,8.8044,5.345311269,1.888175023,2.047750005,2,1.043892829,66.88894152,35.7753804,1.460596663,1.373545033,121.3276,20.23458593,41.16285088,44.72790389,739.3899964,930.359116,810.6,684.4762411,143.8500156,91.08782698,1.505825125,1.403777136,205,37.68518519,69.34147388,79.55155912,5486.6858,3040.233593,1160.873581,72.55381274,1.292352881,0.96707003,10488.571,2009.420465,3797.946306,3688.199395,63.63465504,85.7014542,127.05,73.70399527,1.396199929,1.146084007,12.878,2.82177305,4.598303757,5.636600035,173.005316,99.100716,16.94965918,1.195465476,0.862238247,0.404989518,429.97342,89.72591915,197.9185711,168.457421,86.0,86.0,86.0
Y1Ba1.99La0.01Cu3O6.96,5,2.4,2.077932099,0.489897949,0.268064706,1.589026915,1.210262607,743.42,1002.697685,296.615154,342.4495523,1.538526557,0.895336778,71.69,109.0926312,50.28149162,49.44653575,1.354051962,0.766945435,170.6,114.6990741,88.936744,51.35566811,4.411557372,1.344101105,7.8044,5.264515432,2.352158045,2.064206575,1,1.071759259,70.35897547,35.01988192,1.445824393,1.304519535,122.90607,20.97929593,46.48233522,44.21919026,696.3138494,936.6383946,810.6,704.7658179,148.7373524,89.84033824,1.506997782,1.34824905,205,38.69753086,70.40624972,79.20945549,4617.8858,2963.603846,1043.153792,67.16170292,1.324548305,0.822575119,8958.571,2073.306648,2958.021492,3642.082224,52.69696748,86.48393199,127.05,76.48958333,1.374615052,1.048502268,12.878,3.027546296,4.489231275,5.649906628,89.605316,96.69251519,8.418911599,1.108675022,0.457810242,0.203694155,399.97342,92.58256173,155.3296092,166.6126487,92.1,92.1,92.1
Y1Ba1.9Ca0.1Cu3O6.84,5,2.2,2.07788162,0.4,0.267985211,1.594166699,1.23805591,753.08,1000.443458,290.5942009,341.8666642,1.543037642,0.917919619,62.564,108.6637072,57.15221592,49.79150793,1.158143597,0.768342038,170.4,114.9080997,69.17125,50.92748022,4.68830002,1.367863695,8.2524,5.31717134,2.168943542,2.064164327,1,1.049844237,54.8727651,34.94015732,1.419173391,1.327633498,121.3276,20.00883956,41.8090109,43.64583759,708.3233404,934.7923984,810.6,694.9115265,148.5844874,90.19979219,1.50703212,1.39558508,205,35.92679128,70.33804092,78.74668146,3698.6858,2973.969966,791.9470941,69.15038828,1.218288238,0.827522004,8958.571,2092.696701,3052.920006,3648.589237,31.6524096,85.08094546,138.63,75.88107477,1.391841633,1.090685031,12.878,2.99423676,4.428100161,5.657706325,127.005316,99.0172747,14.54364543,1.170041802,0.853359245,0.27607367,399.97342,93.44378449,154.8943183,167.2146389,85.0,85.0,85.0
Y1Ba1.9Cs0.1Cu3O6.65,5,2.0,2.071146245,0.632455532,0.286172559,1.557113098,1.231163957,710.3,994.0565217,325.2229451,344.7766541,1.513462556,0.921030553,71.19,108.4964427,50.51156699,49.42118698,1.349501056,0.79419759,191.2,116.7351779,87.73674038,52.18590555,3.537961307,1.390180763,6.9624,5.342711462,1.888175023,2.053858736,2,1.043478261,69.74036186,35.68909893,1.449477828,1.368393236,121.3276,19.57555374,45.2376195,44.33800784,647.2491886,926.7245933,937.6,687.3173913,161.9035521,91.36798526,1.485433927,1.413894316,250,35.64426877,87.52005484,80.244322,3764.4858,3021.217617,823.0290906,73.41083862,1.238745605,0.831412,8958.571,2124.149972,3009.131448,3656.590128,52.15358365,86.10737916,127.05,74.53952569,1.272400096,1.0524382,12.878,3.090197628,5.051976152,5.665691712,94.205316,99.20764877,10.32114261,1.221803552,0.580521255,0.217322708,399.97342,94.84768719,153.3204441,167.8816898,93.45,93.45,93.45
Y1Ba1.9Cu2.9Co0.1O6.92,5,2.6,2.093603744,0.8,0.316926975,1.56495725,1.256980802,786.82,1005.702964,279.2013854,340.9819813,1.551717339,0.914089673,74.83,109.2656006,49.27792203,49.17249191,1.375170975,0.783525667,162.0,113.9282371,72.942289,50.75816829,5.328768146,1.335457297,9.7844,5.284418097,2.491461879,2.075457245,2,1.048361934,59.27173424,34.71266756,1.448003392,1.339623404,121.3276,19.8929782,39.81774444,43.74762826,744.8945997,940.2809046,810.6,702.873791,141.5082766,89.34315674,1.503679049,1.388686349,205,36.31045242,69.52121978,78.69283775,5168.6858,2966.059959,1123.331226,65.87549829,1.309618693,0.907251486,8958.571,2026.061725,3412.738535,3656.043747,55.68190733,87.023238,127.05,76.41029641,1.378821289,1.134714149,15.978,2.84350702,5.46601989,5.708838897,107.005316,95.27175769,12.66097872,1.086004434,0.755118631,0.249253963,399.97342,90.46927195,150.5737776,165.1220913,66.0,66.0,66.0
Y1Ba1.9Cu2.9Co0.1O7.02,5,2.6,2.092879257,0.8,0.31580465,1.56495725,1.252556802,786.82,1008.082198,279.2013854,340.7264411,1.551717339,0.908380143,74.83,109.5228328,49.27792203,49.06834102,1.375170975,0.779148891,162.0,113.4179567,72.942289,50.48913758,5.328768146,1.317038436,9.7844,5.245235294,2.491461879,2.074862414,2,1.055727554,59.27173424,34.50518781,1.448003392,1.340667089,121.3276,19.73900778,39.81774444,43.68432966,744.8945997,942.7145683,810.6,707.596904,141.5082766,88.91456389,1.503679049,1.388970421,205,36.02941176,69.52121978,78.60034457,5168.6858,2943.113899,1123.331226,63.95095623,1.309618693,0.907279071,8958.571,2010.369073,3412.738535,3651.12296,55.68190733,87.35604749,127.05,76.92182663,1.378821289,1.135580513,15.978,2.819780186,5.46601989,5.703982371,107.005316,94.53456591,12.66097872,1.055262286,0.755118631,0.249272558,399.97342,89.76883966,150.5737776,164.6934843,89.0,89.0,89.0
Y1Ba1.9K0.1Cu3O6.61,5,2.0,2.071371927,0.632455532,0.286597982,1.557113098,1.232853645,718.9,993.3854877,316.7131889,344.263686,1.52164799,0.925018639,71.77,108.4115781,50.24642873,49.43444795,1.354745614,0.796989141,180.2,116.51705,68.97531,51.55678144,3.615721785,1.399500042,7.0104,5.360858049,1.888175023,2.054031868,2,1.040444092,54.60183171,35.43454354,1.417051573,1.324380877,121.3276,20.38155987,41.94696681,43.78622106,661.4372036,926.4969643,894.6,684.9913561,155.4298325,91.40671843,1.500728562,1.404062422,205,36.19349722,76.11937992,79.43808847,3559.8858,3022.684036,703.2740341,73.87184831,1.159431504,0.81845219,8958.571,2130.892491,3161.306296,3662.098763,52.78186033,86.01072458,127.05,74.30095163,1.282591815,1.053732122,12.878,3.098096749,5.006388782,5.666255846,107.005316,100.0297933,12.66097872,1.24679032,0.755118631,0.242901855,399.97342,95.14863649,150.5737776,167.958648,92.7,92.7,92.7
Y1Ba1.9K0.1Cu3O6.9,5,2.0,2.069767442,0.632455532,0.283555677,1.557113098,1.220634884,718.9,1000.572868,316.7131889,343.6559185,1.52164799,0.908358221,71.77,109.177907,50.24642873,49.13616775,1.354745614,0.784338439,180.2,114.9767442,68.97531,50.75742946,3.615721785,1.342755573,7.0104,5.245333333,1.888175023,2.052801304,2,1.062015504,54.60183171,34.80677326,1.417051573,1.327736862,121.3276,19.92336977,41.94696681,43.61096724,661.4372036,933.7890482,894.6,699.1116279,155.4298325,90.09267026,1.500728562,1.405111492,205,35.37984496,76.11937992,79.19414522,3559.8858,2954.764349,703.2740341,67.60201175,1.159431504,0.818533327,8958.571,2082.956581,3161.306296,3648.296877,52.78186033,86.99248918,127.05,75.83410853,1.282591815,1.056353599,12.878,3.028449612,5.006388782,5.653759939,107.005316,97.78165907,12.66097872,1.143465182,0.755118631,0.242954497,399.97342,93.0090386,150.5737776,166.7204045,91.5,91.5,91.5
Y1Ba1.9La0.1Cu3O6.5,5,2.4,2.088,0.489897949,0.283294899,1.589026915,1.265669125,743.42,991.5528,296.615154,343.0016305,1.538526557,0.93607419,71.69,108.1084,50.28149162,49.55126466,1.354051962,0.801740366,170.6,116.736,88.936744,52.66814376,4.411557372,1.433723647,7.8044,5.43784,2.352158045,2.072650266,1,1.016,70.35897547,36.04708728,1.445824393,1.368981857,122.90607,19.76246024,46.48233522,44.51449467,696.3138494,925.5584792,810.6,678.4832,148.7373524,91.76461122,1.506997782,1.394366631,205,36.896,70.40624972,79.030844,4617.8858,3091.59108,1043.153792,77.69735721,1.324548305,0.873134077,8958.571,2149.65692,2958.021492,3672.110307,52.69696748,85.62392572,127.05,73.704,1.374615052,1.076331712,12.878,3.0936,4.489231275,5.664295527,89.605316,100.2138216,8.418911599,1.268854625,0.457810242,0.206168562,399.97342,95.9861784,155.3296092,168.61468,32.9,32.9,32.9
Y1Ba1.9La0.1Cu3O6.6,5,2.4,2.087301587,0.489897949,0.282276496,1.589026915,1.261315401,743.42,994.1047619,296.615154,342.8271446,1.538526557,0.930147012,71.69,108.3813492,50.28149162,49.44849603,1.354051962,0.797290695,170.6,116.1904762,88.936744,52.37712198,4.411557372,1.412654587,7.8044,5.396444444,2.352158045,2.072063412,1,1.023809524,70.35897547,35.81545264,1.445824393,1.370121207,122.90607,19.60561532,46.48233522,44.45672542,696.3138494,928.1311981,810.6,683.5198413,148.7373524,91.29387176,1.506997782,1.394833069,205,36.6031746,70.40624972,78.95253892,4617.8858,3067.065984,1043.153792,75.27199685,1.324548305,0.873161634,8958.571,2132.58481,2958.021492,3667.773186,52.69696748,85.97077619,127.05,74.25,1.374615052,1.077235631,12.878,3.069047619,4.489231275,5.660724862,89.605316,99.41868476,8.418911599,1.230516966,0.457810242,0.206186969,399.97342,95.22417238,155.3296092,168.1793641,50.6,50.6,50.6
Y1Ba1.9La0.1Cu3O6.7,5,2.4,2.086614173,0.489897949,0.281268836,1.589026915,1.256970432,743.42,996.6165354,296.615154,342.6367599,1.538526557,0.924294382,71.69,108.65,50.28149162,49.34566252,1.354051962,0.792884216,170.6,115.6535433,88.936744,52.09068323,4.411557372,1.392219689,7.8044,5.355700787,2.352158045,2.071485962,1,1.031496063,70.35897547,35.58891931,1.445824393,1.371224264,122.90607,19.45124039,46.48233522,44.39792979,696.3138494,930.6703849,810.6,688.4771654,148.7373524,90.83290367,1.506997782,1.395257657,205,36.31496063,70.40624972,78.87170665,4617.8858,3042.92711,1043.153792,72.95877313,1.324548305,0.873189136,8958.571,2115.781551,2958.021492,3663.339025,52.69696748,86.31353644,127.05,74.78740157,1.374615052,1.078134121,12.878,3.04488189,4.489231275,5.656912433,89.605316,98.63606976,8.418911599,1.19391436,0.457810242,0.206205344,399.97342,94.47416646,155.3296092,167.74612,54.5,54.5,54.5
Y1Ba1.9La0.1Cu3O6.73,5,2.4,2.086410055,0.489897949,0.280968606,1.589026915,1.25566881,743.42,997.3623723,296.615154,342.5766613,1.538526557,0.922552966,71.69,108.7297722,50.28149162,49.31480442,1.354051962,0.791570679,170.6,115.4941084,88.936744,52.00562914,4.411557372,1.386208939,7.8044,5.343602514,2.352158045,2.071314527,1,1.033778476,70.35897547,35.52192963,1.445824393,1.371548223,122.90607,19.40540086,46.48233522,44.38010025,696.3138494,931.4256986,810.6,689.9491752,148.7373524,90.69647419,1.506997782,1.395377039,205,36.22937942,70.40624972,78.8469846,4617.8858,3035.759401,1043.153792,72.28568121,1.324548305,0.873197376,8958.571,2110.792053,2958.021492,3661.990689,52.69696748,86.41557732,127.05,74.94697565,1.374615052,1.078402621,12.878,3.037706206,4.489231275,5.655723372,89.605316,98.40368291,8.418911599,1.183256843,0.457810242,0.206210851,399.97342,94.25146242,155.3296092,167.6165548,92.85,92.85,92.85
